numero,Vastaaja,Yliopisto/tutkimuslaitos,Vastaus,Varmuus,Kommentti,Profiili ja vastaukset
20,Jari Vainiomäki,Tampereen yliopisto,Epävarma,5,Äkillisen rakennemuutoksen alueilla ja tuilla viitataan yleensä siihen että työpaikat alueella ovat jo hävinneet. Vaikea nähdä miten tämän jälkihoitoon eli työntekijöiden uudelleen työllistymiseen tai uuden yritystoiminnan luomiseen tarkoitetut tuet hidastaisivat rakennemuutoista. Pikemminkin edistävät sitä.Näytä lisääNäytä vähemmän,Profiili ja vastaukset
20,Hannu Vartiainen,Helsingin yliopisto,Eri mieltä,NA,,Profiili ja vastaukset
20,Vesa Vihriälä,Etla,Eri mieltä,8,"Paikkakunnan kokoon nähden isot shokit saattavat johtaa pitkäaikaiseen voimavarojen alikäyttöön, kun työpaikkansa menettäneet henkilöt eivät löydä osaamiselleen vaihtoehtoista käyttöä omalla paikkakunnalla tai lähialueilla ja muuttaminen on eri syistä vaikeaa. Tämän vuoksi tilapäinen tuki, joka auttaa uuden yritystoiminnan liikkeelle lähtöä ja/tai työntekijöiden uudelleenkoulutusta ja/tai muuttamista toiselle paikkakunnalle, on perusteltua. Tällaisella tuella on mitä ilmeisimmin ollut myönteinen vaikutus esimerkiksi Nokiasta vapautuneen ICT-työvoiman työllistymiseen Oulussa. 

Tuen täytyy kuitenkin olla tilapäistä/lyhytaikaista ja kohdistua nimenomaan shokin kohteena olevien ihmisten uudelleen työllistymisen edelytysten parantamiseen, ei niinkään yrityksiin, jotta välttämätöntä rakennemuutosta ei tarpeettomasti hidasteta.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
20,Jouko Vilmunen,Turun yliopisto/kauppakorkeakoulu,Eri mieltä,7,"Tuet olisi suunnattava ideoihin, jotka luovat uutta ja synnyttävät uutta tuotantoa ja liiketoimintaa.",Profiili ja vastaukset
20,Sami Vähämaa,Vaasan yliopisto,Ei mielipidettä,5,,Profiili ja vastaukset
20,Juuso Välimäki,Aalto yliopiston kauppakorkeakoulu,Samaa mieltä,7,,Profiili ja vastaukset
20,Eva Österbacka,Åbo Akademi,Ei mielipidettä,1,,Profiili ja vastaukset
21,Tom Berglund,Hanken,Vahvasti eri mieltä,9,"Edistää harmaiden markkinoiden syntymistä, vaikeuttaa työvoiman hakeutumista sinne mistä työpaikkoja löytyisi.",Profiili ja vastaukset
21,Petri Böckerman,Turun kauppakorkeakoulu / Palkansaajien tutkimuslaitos,Eri mieltä,7,,Profiili ja vastaukset
21,Essi Eerola,VATT,Eri mieltä,5,"Vuokrien nousu erityisesti nopeasti kasvavissa kaupungeissa on ongelma, mutta ratkaisu ei ole se, että vuokra-asuntoja on vähemmän. 

Säännellyn vuokran oloissa pitää jollakin muulla tavalla kuin hinnan avulla ratkaista, kuka asunnon saa. Tämä voi johtaa erilaisiin uusiin ongelmiin, kuten harmaisiin markkinoihin ja pitkiin jonoihin, koska asunnosta ei kannata luopua, kun sen on kerran saanut. Näytä lisääNäytä vähemmän",Profiili ja vastaukset
21,Bengt Holmström,MIT,Epävarma,NA,,Profiili ja vastaukset
21,Anni Huhtala,VATT,Eri mieltä,8,,Profiili ja vastaukset
21,Ari Hyytinen,Jyväskylän yliopiston kauppakorkeakoulu,Eri mieltä,9,,Profiili ja vastaukset
21,Esa Jokivuolle,Suomen Pankki,Eri mieltä,8,,Profiili ja vastaukset
21,Juha Junttila,Jyvaskylan yliopisto,Epävarma,8,,Profiili ja vastaukset
21,John M. Juselius,Suomen Pankki,Vahvasti eri mieltä,8,,Profiili ja vastaukset
21,Markus Jäntti,Tukholman yliopisto,Eri mieltä,7,Hintojen sääntely ei oikein kuulu keinovalikoimaan markkinataloudessa. Asumiskustannusten nousun hillitsemiseen on käytännössä käytettävä muita keinoja kuin vuokrien sääntelyä. Sosiaalinen asuntotuotanto ja asumistuki lienevät keinovalikoimassa käytössä.Näytä lisääNäytä vähemmän,Profiili ja vastaukset
21,Panu Kalmi,Vaasan yliopisto,Eri mieltä,NA,"Sosiaalisin perustein tapahtuva asumisen tukeminen on asia erikseen, mutta yleistä vuokrasääntelyä on vaikea kannattaa.",Profiili ja vastaukset
21,Seppo Kari,VATT,Eri mieltä,9,,Profiili ja vastaukset
21,Karlo Kauko,Suomen Pankki,Vahvasti eri mieltä,7,Asuntojen tarjonnan lisääminen on ainoa tuloksekas asuntopoliittinen toimenpide.,Profiili ja vastaukset
21,Jaakko Kiander,,Vahvasti eri mieltä,8,,Profiili ja vastaukset
21,Juha Kilponen,,Eri mieltä,8,,Profiili ja vastaukset
21,Iikka Korhonen,Suomen Pankki,Vahvasti eri mieltä,8,Ruotsin esimerkki ei tosiaan houkuttele.,Profiili ja vastaukset
21,Pekka J. Korhonen,,Vahvasti eri mieltä,7,,Profiili ja vastaukset
21,Mika Kortelainen,Valtion taloudellinen tutkimuskeskus,Vahvasti eri mieltä,8,,Profiili ja vastaukset
21,Tuomas Kosonen,Palkansaajien tutkimuslaitos,Vahvasti eri mieltä,9,"Jos vuokra-asuntotarjonta pienenee, luultavasti pitkällä aikavälillä vuokrahinnat vain nousevat. Ruotsissa vuokrasääntely on johtanut erittäin toimimattomiin vuokramarkkinoihin ja kaikenlaisiin lieveilmiöihin. Suomessa ei kannata toistaa samoja virheitä.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
21,Kaisa Kotakorpi,VATT; Turun yliopisto,Eri mieltä,NA,,Profiili ja vastaukset
21,Markku Kotilainen,Elinkeinoelämän tutkimuslaitos - Etla,Eri mieltä,8,Vuokrasääntely heikentää tarjontaa. Lisäksi sääntelyä on vaikeaa mitoittaa oikein.,Profiili ja vastaukset
21,Klaus Kultti,helsingin yliopisto,Vahvasti eri mieltä,8,,Profiili ja vastaukset
21,Timo Kuosmanen,Aalto yliopiston kauppakorkeakoulu,Vahvasti eri mieltä,8,Mielestäni sääntelyn sijasta tulisi purkaa kilpailun esteitä (mm. kaavoitusratkaisut).,Profiili ja vastaukset
21,Tomi Kyyrä,Valtion taloudellinen tutkimuskeskus,Vahvasti eri mieltä,9,,Profiili ja vastaukset
21,Marita Laukkanen,Valtion taloudellinen tutkimuskeskus,Vahvasti eri mieltä,10,"Vaikka vuokrasäännellyn asunnon saavat toki saattaisivat hyötyä, kokonaisuudessa vuokrasääntely aiheuttaisi hyvinvointitappiota.",Profiili ja vastaukset
21,Mika Maliranta,Etla / Jyväskylän yliopisto,Vahvasti eri mieltä,10,,Profiili ja vastaukset
21,Topi Miettinen,Svenska Handelshögskolan,Eri mieltä,6,,Profiili ja vastaukset
21,Niku Määttänen,Etla,Vahvasti eri mieltä,10,"Vuokrasääntelyyn liittyy monia ongelmia. Se esimerkiksi vähentää työvoiman liikkuvuutta. Jos nimittäin vuokrasääntely vaikuttaa vuokratasoon, se johtaa myös siihen, että vuokra-asuntoja ei riitä kaikille halukkaille. Toisaalta edullisesta vuokra-asunnosta ei välttämättä kannata muuttaa työn perässä kun sellaisen on onnistunut saamaan. 

Toinen ongelma on se, että vuokrasääntely johtaa helposti pimeisiin vuokramarkkinoihin. 

Kolmas ongelma on se, että vuokrasääntely heikentää vuokranantajien kannustimia huolehtia asunnon kunnosta, koska säännellyllä vuokralla huonompikuntoinenkin asunto kelpaa vuokralaisillle. Näytä lisääNäytä vähemmän",Profiili ja vastaukset
21,Katariina Nilsson Hakkala,Aalto yliopisto/ ETLA,Vahvasti eri mieltä,10,,Profiili ja vastaukset
21,Elias Oikarinen,Aalto-yliopisto,Vahvasti eri mieltä,10,,Profiili ja vastaukset
21,Tapio Palokangas,Helsingin yliopisto,Eri mieltä,NA,"Vuokrasäätely luo kahdet vuokramarkkinat, jotka luovat eriarvoisuutta, ja joita on pitkällä aikavälillä vaikea valvoa kattavasti.",Profiili ja vastaukset
21,Tuomas Pekkarinen,VATT,Eri mieltä,NA,,Profiili ja vastaukset
21,Hannu Piekkola,Vaasan yliopisto,Eri mieltä,8,Ei paluuta vanhaan.,Profiili ja vastaukset
21,Jukka Pirttilä,Tampereen yliopisto,Eri mieltä,NA,,Profiili ja vastaukset
21,Matti Pohjola,Aalto-yliopisto kauppakorkeakoulu,Vahvasti eri mieltä,9,,Profiili ja vastaukset
21,Petri Rouvinen,"ETLA, Elinkeinoelämän tutkimuslaitos",Vahvasti eri mieltä,9,Ensisijaiset tavat vaikuttaa vuokratasoon pitäisivät olla vuokra-asuntotarjonnan sekä omistus- ja vuokra-asumisen kannattavuuden suhteen säätelyt. Sääntely ei varsinkaan pidemmällä aikavälillä johda toivottuihin tulemiin.,Profiili ja vastaukset
21,Olli-Pekka Ruuskanen,Pellervon taloustutkimus,Vahvasti eri mieltä,7,,Profiili ja vastaukset
21,Hannu Salonen,Turun yliopisto,Vahvasti eri mieltä,7,,Profiili ja vastaukset
21,Rune Stenbacka,Svenska handelshögskolan,Eri mieltä,6,,Profiili ja vastaukset
21,Olli Tahvonen,Helsingin yliopisto,Eri mieltä,NA,,Profiili ja vastaukset
21,Juha Tervala,Helsingin yliopisto,Vahvasti eri mieltä,7,,Profiili ja vastaukset
21,Marko Terviö,Aalto-yliopisto,Vahvasti eri mieltä,10,,Profiili ja vastaukset
21,Roope Uusitalo,Jyväskylän yliopiston kauppakorkeakoulu,Vahvasti eri mieltä,8,"Vuokrasääntely vääristää markkinoiden toimintaa, johtaa keinotteluun eikä taida toimia kunnolla juuri missään",Profiili ja vastaukset
21,Jari Vainiomäki,Tampereen yliopisto,Samaa mieltä,8,Samanaikaisesti pitää tehdä toimia jotka lisäävät vuokra-asuntojen tarjontaa kysynnän ja tarjonnan tasapainon saavuttamiseksi.,Profiili ja vastaukset
21,Hannu Vartiainen,Helsingin yliopisto,Eri mieltä,NA,,Profiili ja vastaukset
21,Vesa Vihriälä,Etla,Vahvasti eri mieltä,10,"Ollessaan sitovaa vuokrasäännöstely vähentää vuokra-asuntojen tarjontaa. Lisäksi se luo kannustimia kiertää sääntelyä erilaisin pimein, jopa eettisestii kyseenalaisin tavoin. Nämä haitat ovat tärkeämpiä kuin potentiaalinen hyöty pienituloisten henkilöiden  asumis/kulutustason parantamisessa. Asumistuki on jälkimmäisessä tehokkaampi. Näytä lisääNäytä vähemmän",Profiili ja vastaukset
21,Jouko Vilmunen,Turun yliopisto/kauppakorkeakoulu,Eri mieltä,6,Pitäisi enemmän kiinnittää huomiota asuntorakentamiseen käytettävissä olevan maan tarjontaan (kaavoitus!!),Profiili ja vastaukset
21,Sami Vähämaa,Vaasan yliopisto,Vahvasti eri mieltä,7,,Profiili ja vastaukset
21,Juuso Välimäki,Aalto yliopiston kauppakorkeakoulu,Vahvasti eri mieltä,8,,Profiili ja vastaukset
21,Eva Österbacka,Åbo Akademi,Eri mieltä,5,,Profiili ja vastaukset
22,Tom Berglund,Hanken,Samaa mieltä,10,,Profiili ja vastaukset
22,Petri Böckerman,Turun kauppakorkeakoulu / Palkansaajien tutkimuslaitos,Samaa mieltä,7,,Profiili ja vastaukset
22,Essi Eerola,VATT,Epävarma,5,,Profiili ja vastaukset
22,Bengt Holmström,MIT,Vahvasti samaa mieltä,9,,Profiili ja vastaukset
22,Anni Huhtala,VATT,Epävarma,7,"Jos meillä olisi dataa harmaasta taloudesta ajalta ennen ja jälkeen kotitalousvähennyksen, tämä olisi helpompi näyttää toteen :)",Profiili ja vastaukset
22,Ari Hyytinen,Jyväskylän yliopiston kauppakorkeakoulu,Samaa mieltä,6,,Profiili ja vastaukset
22,Esa Jokivuolle,Suomen Pankki,Samaa mieltä,6,,Profiili ja vastaukset
22,Juha Junttila,Jyvaskylan yliopisto,Epävarma,9,,Profiili ja vastaukset
22,John M. Juselius,Suomen Pankki,Samaa mieltä,5,,Profiili ja vastaukset
22,Markus Jäntti,Tukholman yliopisto,Epävarma,8,"Se, onko vähennys *tehokas* riippuu siitä mihin sitä verrataan, mitä se maksaa ja miten suuri sen harmaata taloutta vähentävä vaikutus on. Käsitykseni mukaan näistä asioista tiedetään varsin vähän. Kotitalousvähennys saattaa siirtää harmaan talouden painopistettä muihin toimintoihin.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
22,Panu Kalmi,Vaasan yliopisto,Samaa mieltä,NA,,Profiili ja vastaukset
22,Seppo Kari,VATT,Epävarma,9,"Voi olla tämän suuntainen vaikutus, mutta kysymys ei kokonaisuuden kannalta kovin olennainen.",Profiili ja vastaukset
22,Karlo Kauko,Suomen Pankki,Epävarma,NA,,Profiili ja vastaukset
22,Jaakko Kiander,,Vahvasti samaa mieltä,9,,Profiili ja vastaukset
22,Juha Kilponen,,Samaa mieltä,8,,Profiili ja vastaukset
22,Iikka Korhonen,Suomen Pankki,Samaa mieltä,6,,Profiili ja vastaukset
22,Pekka J. Korhonen,,Vahvasti samaa mieltä,9,,Profiili ja vastaukset
22,Mika Kortelainen,Valtion taloudellinen tutkimuskeskus,Samaa mieltä,6,,Profiili ja vastaukset
22,Tuomas Kosonen,Palkansaajien tutkimuslaitos,Vahvasti eri mieltä,8,"Kotitalousvähennys saattaa torjua jonkin verran harmaata taloutta, mutta se on myös erittäin kallis järjestelmä. Siten se ei ole tehokas tapa harmaan talouden torjumiseen.",Profiili ja vastaukset
22,Kaisa Kotakorpi,VATT; Turun yliopisto,Eri mieltä,NA,Harmaan talouden torjunnan ensisijaiset keinot lienevät muualla kuin uusien verovähennysten luomisessa.,Profiili ja vastaukset
22,Markku Kotilainen,Elinkeinoelämän tutkimuslaitos - Etla,Samaa mieltä,8,Kotitalousvähennys on toiminut hyvin ja se vähentää insentiiviä pimeään työhön.,Profiili ja vastaukset
22,Klaus Kultti,helsingin yliopisto,Vahvasti eri mieltä,8,,Profiili ja vastaukset
22,Timo Kuosmanen,Aalto yliopiston kauppakorkeakoulu,Samaa mieltä,6,"Kotitalousvähennys on mielestäni tarpeellinen ja perusteltu, vaikka sen vaikutus harmaan talouden kitkemiseen on melko vähäinen.",Profiili ja vastaukset
22,Tomi Kyyrä,Valtion taloudellinen tutkimuskeskus,Samaa mieltä,8,,Profiili ja vastaukset
22,Marita Laukkanen,Valtion taloudellinen tutkimuskeskus,Ei mielipidettä,9,,Profiili ja vastaukset
22,Mika Maliranta,Etla / Jyväskylän yliopisto,Samaa mieltä,2,,Profiili ja vastaukset
22,Topi Miettinen,Svenska Handelshögskolan,Samaa mieltä,4,Harmaan talouden vähentämisessä lyhyellä aikavälillä vaikutus lienee melko mitätön. Sen sijaan veronkierrolle kielteistä sosiaalista pääomaa se voi hyvinkin kasvattaa. Kokeilukulttuuria olisi hyvä soveltaa myös kotitalousvähennyksen osalta samaan tapaan kuin on nyt perustulon osalta tehty.Näytä lisääNäytä vähemmän,Profiili ja vastaukset
22,Niku Määttänen,Etla,Samaa mieltä,2,"Arvattavasti kotitalousvähennys todellakin vähentää harmaata taloutta pienentämällä joidenkin sellaisten palveluiden verokiilaa joita olisi ehkä suhteellisen ostaa “pimeästi“. Toisaalta sekin johtaa veromenetyksiin. Pidän myös nykyistä kotitalousvähennystä varsin suurena. Siksi en ole täysin vakuuttunut, että se olisi “tehokas“ tapa torjua harmaata taloutta. Näytä lisääNäytä vähemmän",Profiili ja vastaukset
22,Katariina Nilsson Hakkala,Aalto yliopisto/ ETLA,Samaa mieltä,8,,Profiili ja vastaukset
22,Elias Oikarinen,Aalto-yliopisto,Samaa mieltä,9,,Profiili ja vastaukset
22,Tapio Palokangas,Helsingin yliopisto,Samaa mieltä,NA,"Muuten samaa mieltä, paitsi poistaisin sanan “tehokas“. Yksi tapa muiden joukossa.",Profiili ja vastaukset
22,Tuomas Pekkarinen,VATT,Samaa mieltä,NA,,Profiili ja vastaukset
22,Hannu Piekkola,Vaasan yliopisto,Samaa mieltä,8,Kotitaloudet ovat omaksuneet kotitalousvähennyksen hyvin.,Profiili ja vastaukset
22,Jukka Pirttilä,Tampereen yliopisto,Samaa mieltä,5,"Luulisin niin, mutta olikos siitä näyttöä?",Profiili ja vastaukset
22,Matti Pohjola,Aalto-yliopisto kauppakorkeakoulu,Samaa mieltä,7,,Profiili ja vastaukset
22,Petri Rouvinen,"ETLA, Elinkeinoelämän tutkimuslaitos",Samaa mieltä,8,"Mielestäni kotitalousvähennys sai kyllä aikaan sen, että kotitalouksissa ulkopuolisilla pimeästi ja laillisesti teetetyn työn hinta saatiin kutakuinkin samalle viivalle. Voi olla, että vähennys on aiheuttanut muita ongelmia mutta tiettyä osaa harmaasta taloudesta se on mielestäni kiistatta torjunut.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
22,Olli-Pekka Ruuskanen,Pellervon taloustutkimus,Samaa mieltä,7,,Profiili ja vastaukset
22,Hannu Salonen,Turun yliopisto,Samaa mieltä,7,,Profiili ja vastaukset
22,Rune Stenbacka,Svenska handelshögskolan,Samaa mieltä,3,,Profiili ja vastaukset
22,Olli Tahvonen,Helsingin yliopisto,Ei vastannut,NA,,Profiili ja vastaukset
22,Juha Tervala,Helsingin yliopisto,Samaa mieltä,4,,Profiili ja vastaukset
22,Marko Terviö,Aalto-yliopisto,Epävarma,6,,Profiili ja vastaukset
22,Roope Uusitalo,Jyväskylän yliopiston kauppakorkeakoulu,Samaa mieltä,8,,Profiili ja vastaukset
22,Jari Vainiomäki,Tampereen yliopisto,Samaa mieltä,8,,Profiili ja vastaukset
22,Hannu Vartiainen,Helsingin yliopisto,Samaa mieltä,NA,,Profiili ja vastaukset
22,Vesa Vihriälä,Etla,Samaa mieltä,7,,Profiili ja vastaukset
22,Jouko Vilmunen,Turun yliopisto/kauppakorkeakoulu,Samaa mieltä,4,"Voi olla. Toisaalta kotitalousvähennys voi de facto valua yrityksille, varsinkin, jos näillä on riittävästi hinnoitteluvoimaa. Remonttihintojen noustessa kuutamourakoinnin houkuttelevuus kasvaa.",Profiili ja vastaukset
22,Sami Vähämaa,Vaasan yliopisto,Samaa mieltä,7,,Profiili ja vastaukset
22,Juuso Välimäki,Aalto yliopiston kauppakorkeakoulu,Samaa mieltä,7,,Profiili ja vastaukset
22,Eva Österbacka,Åbo Akademi,Samaa mieltä,6,,Profiili ja vastaukset
